0,0.0,0.1917808219178082
1,0.44954128440366975,0.8464912280701754
1,0.08196721311475409,0.3160621761658031
0,0.0,0.24257425742574257
0,0.0,0.16117216117216118
0,0.0,0.30165289256198347
1,0.24571428571428572,0.484304932735426
0,0.0,0.2708333333333333
0,0.0,0.22395833333333334
1,0.7887323943661971,0.9
1,0.5214285714285715,0.8940397350993378
1,0.5783132530120482,0.8232044198895028
1,0.28313253012048195,0.45977011494252873
0,0.0,0.3055555555555556
0,0.0,0.2826086956521739
1,0.6341463414634146,0.7888888888888889
0,0.0,0.3246753246753247
1,0.9659090909090909,1.0
1,0.005263157894736842,0.36893203883495146
1,0.08695652173913043,0.4166666666666667
1,0.30701754385964913,0.4898785425101215
0,0.0,0.21875
1,0.07725321888412018,0.5163934426229508
1,0.11042944785276074,0.4725274725274725
1,0.45084745762711864,0.6064516129032258
1,0.08653846153846154,0.536697247706422
1,0.28,0.39436619718309857
1,0.0051813471502590676,0.3431372549019608
0,0.0,0.15302491103202848
1,0.07916666666666666,0.4559386973180077
1,0.47345132743362833,0.82
1,0.31543624161073824,0.45
0,0.0,0.22935779816513763
0,0.0,0.16535433070866143
0,0.0,0.26046511627906976
1,0.6071428571428571,0.6699029126213593
0,0.0,0.3551912568306011
0,0.0,0.23376623376623376
1,0.18090452261306533,0.3492647058823529
1,0.034653465346534656,0.3476190476190476
1,0.2896341463414634,0.5677233429394812
1,0.2857142857142857,0.774390243902439
1,0.0,0.19298245614035087
0,0.0,0.21818181818181817
0,0.005917159763313609,0.26666666666666666
0,0.010526315789473684,0.22110552763819097
0,0.0,0.2289156626506024
0,0.0,0.1722488038277512
0,0.0,0.23684210526315788
1,0.04926108374384237,0.29493087557603687
1,0.1693548387096774,0.5037593984962406
1,0.84251968503937,0.9117647058823529
1,0.8879310344827587,0.9923076923076923
0,0.0,0.2833333333333333
0,0.0,0.2616822429906542
1,0.034482758620689655,0.6470588235294118
1,0.29347826086956524,0.85
0,0.0,0.2350230414746544
1,0.3217821782178218,0.6619718309859155
1,0.30726256983240224,0.7911111111111111
1,0.8650306748466258,0.9298245614035088
0,0.0,0.2230769230769231
1,0.07179487179487179,0.4900990099009901
1,0.0,0.25203252032520324
0,0.0,0.22767857142857142
1,0.3021276595744681,0.6437246963562753
1,0.0,0.24271844660194175
1,0.7808219178082192,0.8395061728395061
1,0.23383084577114427,0.2830188679245283
0,0.0,0.16176470588235295
